candidate_id,stage,model,scenario_id,base_scenario_id,run_id,artifact_path,ai_generated,selection_status,technical_validation,license_status,notes
AIG-00025,llm_generation,claude-opus-4-5,create_a_terraform_configuration_for_an_aws_enviro_with_security_basic_few_shot,create_a_terraform_configuration_for_an_aws_enviro,run_1,llm/pipeline_artifacts/generate___claude-opus-4-5__1_/artifacts/claude-opus-4-5/create_a_terraform_configuration_for_an_aws_enviro_with_security_basic_few_shot/run_1/main.tf,True,CANDIDATE,PENDING,CONDITIONAL,
AIG-00026,llm_generation,claude-opus-4-5,create_a_terraform_configuration_for_an_aws_enviro_with_security_basic_zero_shot,create_a_terraform_configuration_for_an_aws_enviro,run_1,llm/pipeline_artifacts/generate___claude-opus-4-5__1_/artifacts/claude-opus-4-5/create_a_terraform_configuration_for_an_aws_enviro_with_security_basic_zero_shot/run_1/main.tf,True,CANDIDATE,PENDING,CONDITIONAL,
AIG-00027,llm_generation,claude-opus-4-5,create_a_terraform_configuration_for_an_aws_enviro_with_security_detailed_few_shot,create_a_terraform_configuration_for_an_aws_enviro,run_1,llm/pipeline_artifacts/generate___claude-opus-4-5__1_/artifacts/claude-opus-4-5/create_a_terraform_configuration_for_an_aws_enviro_with_security_detailed_few_shot/run_1/main.tf,True,CANDIDATE,PENDING,CONDITIONAL,
AIG-00028,llm_generation,claude-opus-4-5,create_a_terraform_configuration_for_an_aws_enviro_with_security_detailed_zero_shot,create_a_terraform_configuration_for_an_aws_enviro,run_1,llm/pipeline_artifacts/generate___claude-opus-4-5__1_/artifacts/claude-opus-4-5/create_a_terraform_configuration_for_an_aws_enviro_with_security_detailed_zero_shot/run_1/main.tf,True,CANDIDATE,PENDING,CONDITIONAL,
AIG-00029,llm_generation,claude-opus-4-5,create_a_terraform_configuration_for_an_aws_enviro_without_security_few_shot,create_a_terraform_configuration_for_an_aws_enviro,run_1,llm/pipeline_artifacts/generate___claude-opus-4-5__1_/artifacts/claude-opus-4-5/create_a_terraform_configuration_for_an_aws_enviro_without_security_few_shot/run_1/main.tf,True,CANDIDATE,PENDING,CONDITIONAL,
AIG-00030,llm_generation,claude-opus-4-5,create_a_terraform_configuration_for_an_aws_enviro_without_security_zero_shot,create_a_terraform_configuration_for_an_aws_enviro,run_1,llm/pipeline_artifacts/generate___claude-opus-4-5__1_/artifacts/claude-opus-4-5/create_a_terraform_configuration_for_an_aws_enviro_without_security_zero_shot/run_1/main.tf,True,CANDIDATE,PENDING,CONDITIONAL,
AIG-00031,llm_generation,claude-opus-4-5,create_an_aws_s3_bucket_and_apply_kms_server_side_with_security_basic_few_shot,create_an_aws_s3_bucket_and_apply_kms_server_side,run_1,llm/pipeline_artifacts/generate___claude-opus-4-5__1_/artifacts/claude-opus-4-5/create_an_aws_s3_bucket_and_apply_kms_server_side_with_security_basic_few_shot/run_1/main.tf,True,CANDIDATE,PENDING,CONDITIONAL,
AIG-00032,llm_generation,claude-opus-4-5,create_an_aws_s3_bucket_and_apply_kms_server_side_with_security_basic_zero_shot,create_an_aws_s3_bucket_and_apply_kms_server_side,run_1,llm/pipeline_artifacts/generate___claude-opus-4-5__1_/artifacts/claude-opus-4-5/create_an_aws_s3_bucket_and_apply_kms_server_side_with_security_basic_zero_shot/run_1/main.tf,True,CANDIDATE,PENDING,CONDITIONAL,
AIG-00033,llm_generation,claude-opus-4-5,create_an_aws_s3_bucket_and_apply_kms_server_side_with_security_detailed_few_shot,create_an_aws_s3_bucket_and_apply_kms_server_side,run_1,llm/pipeline_artifacts/generate___claude-opus-4-5__1_/artifacts/claude-opus-4-5/create_an_aws_s3_bucket_and_apply_kms_server_side_with_security_detailed_few_shot/run_1/main.tf,True,CANDIDATE,PENDING,CONDITIONAL,
AIG-00034,llm_generation,claude-opus-4-5,create_an_aws_s3_bucket_and_apply_kms_server_side_with_security_detailed_zero_shot,create_an_aws_s3_bucket_and_apply_kms_server_side,run_1,llm/pipeline_artifacts/generate___claude-opus-4-5__1_/artifacts/claude-opus-4-5/create_an_aws_s3_bucket_and_apply_kms_server_side_with_security_detailed_zero_shot/run_1/main.tf,True,CANDIDATE,PENDING,CONDITIONAL,
AIG-00035,llm_generation,claude-opus-4-5,create_an_aws_s3_bucket_and_apply_kms_server_side_without_security_few_shot,create_an_aws_s3_bucket_and_apply_kms_server_side,run_1,llm/pipeline_artifacts/generate___claude-opus-4-5__1_/artifacts/claude-opus-4-5/create_an_aws_s3_bucket_and_apply_kms_server_side_without_security_few_shot/run_1/main.tf,True,CANDIDATE,PENDING,CONDITIONAL,
AIG-00036,llm_generation,claude-opus-4-5,create_an_aws_s3_bucket_and_apply_kms_server_side_without_security_zero_shot,create_an_aws_s3_bucket_and_apply_kms_server_side,run_1,llm/pipeline_artifacts/generate___claude-opus-4-5__1_/artifacts/claude-opus-4-5/create_an_aws_s3_bucket_and_apply_kms_server_side_without_security_zero_shot/run_1/main.tf,True,CANDIDATE,PENDING,CONDITIONAL,
AIG-00037,llm_generation,claude-opus-4-5,create_an_aws_s3_bucket_for_cloudgoat_data_storage_with_security_basic_few_shot,create_an_aws_s3_bucket_for_cloudgoat_data_storage,run_1,llm/pipeline_artifacts/generate___claude-opus-4-5__1_/artifacts/claude-opus-4-5/create_an_aws_s3_bucket_for_cloudgoat_data_storage_with_security_basic_few_shot/run_1/main.tf,True,CANDIDATE,PENDING,CONDITIONAL,
AIG-00038,llm_generation,claude-opus-4-5,create_an_aws_s3_bucket_for_cloudgoat_data_storage_with_security_basic_zero_shot,create_an_aws_s3_bucket_for_cloudgoat_data_storage,run_1,llm/pipeline_artifacts/generate___claude-opus-4-5__1_/artifacts/claude-opus-4-5/create_an_aws_s3_bucket_for_cloudgoat_data_storage_with_security_basic_zero_shot/run_1/main.tf,True,CANDIDATE,PENDING,CONDITIONAL,
AIG-00039,llm_generation,claude-opus-4-5,create_an_aws_s3_bucket_for_cloudgoat_data_storage_with_security_detailed_few_shot,create_an_aws_s3_bucket_for_cloudgoat_data_storage,run_1,llm/pipeline_artifacts/generate___claude-opus-4-5__1_/artifacts/claude-opus-4-5/create_an_aws_s3_bucket_for_cloudgoat_data_storage_with_security_detailed_few_shot/run_1/main.tf,True,CANDIDATE,PENDING,CONDITIONAL,
AIG-00040,llm_generation,claude-opus-4-5,create_an_aws_s3_bucket_for_cloudgoat_data_storage_with_security_detailed_zero_shot,create_an_aws_s3_bucket_for_cloudgoat_data_storage,run_1,llm/pipeline_artifacts/generate___claude-opus-4-5__1_/artifacts/claude-opus-4-5/create_an_aws_s3_bucket_for_cloudgoat_data_storage_with_security_detailed_zero_shot/run_1/main.tf,True,CANDIDATE,PENDING,CONDITIONAL,
AIG-00041,llm_generation,claude-opus-4-5,create_an_aws_s3_bucket_for_cloudgoat_data_storage_without_security_few_shot,create_an_aws_s3_bucket_for_cloudgoat_data_storage,run_1,llm/pipeline_artifacts/generate___claude-opus-4-5__1_/artifacts/claude-opus-4-5/create_an_aws_s3_bucket_for_cloudgoat_data_storage_without_security_few_shot/run_1/main.tf,True,CANDIDATE,PENDING,CONDITIONAL,
AIG-00042,llm_generation,claude-opus-4-5,create_an_aws_s3_bucket_for_cloudgoat_data_storage_without_security_zero_shot,create_an_aws_s3_bucket_for_cloudgoat_data_storage,run_1,llm/pipeline_artifacts/generate___claude-opus-4-5__1_/artifacts/claude-opus-4-5/create_an_aws_s3_bucket_for_cloudgoat_data_storage_without_security_zero_shot/run_1/main.tf,True,CANDIDATE,PENDING,CONDITIONAL,
AIG-00043,llm_generation,claude-opus-4-5,create_an_aws_s3_bucket_named_my_bucket_and_define_with_security_basic_few_shot,create_an_aws_s3_bucket_named_my_bucket_and_define,run_1,llm/pipeline_artifacts/generate___claude-opus-4-5__1_/artifacts/claude-opus-4-5/create_an_aws_s3_bucket_named_my_bucket_and_define_with_security_basic_few_shot/run_1/main.tf,True,CANDIDATE,PENDING,CONDITIONAL,
AIG-00044,llm_generation,claude-opus-4-5,create_an_aws_s3_bucket_named_my_bucket_and_define_with_security_basic_zero_shot,create_an_aws_s3_bucket_named_my_bucket_and_define,run_1,llm/pipeline_artifacts/generate___claude-opus-4-5__1_/artifacts/claude-opus-4-5/create_an_aws_s3_bucket_named_my_bucket_and_define_with_security_basic_zero_shot/run_1/main.tf,True,CANDIDATE,PENDING,CONDITIONAL,
AIG-00045,llm_generation,claude-opus-4-5,create_an_aws_s3_bucket_named_my_bucket_and_define_with_security_detailed_few_shot,create_an_aws_s3_bucket_named_my_bucket_and_define,run_1,llm/pipeline_artifacts/generate___claude-opus-4-5__1_/artifacts/claude-opus-4-5/create_an_aws_s3_bucket_named_my_bucket_and_define_with_security_detailed_few_shot/run_1/main.tf,True,CANDIDATE,PENDING,CONDITIONAL,
AIG-00046,llm_generation,claude-opus-4-5,create_an_aws_s3_bucket_named_my_bucket_and_define_with_security_detailed_zero_shot,create_an_aws_s3_bucket_named_my_bucket_and_define,run_1,llm/pipeline_artifacts/generate___claude-opus-4-5__1_/artifacts/claude-opus-4-5/create_an_aws_s3_bucket_named_my_bucket_and_define_with_security_detailed_zero_shot/run_1/main.tf,True,CANDIDATE,PENDING,CONDITIONAL,
AIG-00047,llm_generation,claude-opus-4-5,create_an_aws_s3_bucket_named_my_bucket_and_define_without_security_few_shot,create_an_aws_s3_bucket_named_my_bucket_and_define,run_1,llm/pipeline_artifacts/generate___claude-opus-4-5__1_/artifacts/claude-opus-4-5/create_an_aws_s3_bucket_named_my_bucket_and_define_without_security_few_shot/run_1/main.tf,True,CANDIDATE,PENDING,CONDITIONAL,
AIG-00048,llm_generation,claude-opus-4-5,create_an_aws_s3_bucket_named_my_bucket_and_define_without_security_zero_shot,create_an_aws_s3_bucket_named_my_bucket_and_define,run_1,llm/pipeline_artifacts/generate___claude-opus-4-5__1_/artifacts/claude-opus-4-5/create_an_aws_s3_bucket_named_my_bucket_and_define_without_security_zero_shot/run_1/main.tf,True,CANDIDATE,PENDING,CONDITIONAL,
AIG-00049,llm_generation,claude-opus-4-5,create_an_aws_s3_bucket_named_test_bucket_with_pre_with_security_basic_few_shot,create_an_aws_s3_bucket_named_test_bucket_with_pre,run_1,llm/pipeline_artifacts/generate___claude-opus-4-5__1_/artifacts/claude-opus-4-5/create_an_aws_s3_bucket_named_test_bucket_with_pre_with_security_basic_few_shot/run_1/main.tf,True,CANDIDATE,PENDING,CONDITIONAL,
AIG-00050,llm_generation,claude-opus-4-5,create_an_aws_s3_bucket_named_test_bucket_with_pre_with_security_basic_zero_shot,create_an_aws_s3_bucket_named_test_bucket_with_pre,run_1,llm/pipeline_artifacts/generate___claude-opus-4-5__1_/artifacts/claude-opus-4-5/create_an_aws_s3_bucket_named_test_bucket_with_pre_with_security_basic_zero_shot/run_1/main.tf,True,CANDIDATE,PENDING,CONDITIONAL,
AIG-00051,llm_generation,claude-opus-4-5,create_an_aws_s3_bucket_named_test_bucket_with_pre_with_security_detailed_few_shot,create_an_aws_s3_bucket_named_test_bucket_with_pre,run_1,llm/pipeline_artifacts/generate___claude-opus-4-5__1_/artifacts/claude-opus-4-5/create_an_aws_s3_bucket_named_test_bucket_with_pre_with_security_detailed_few_shot/run_1/main.tf,True,CANDIDATE,PENDING,CONDITIONAL,
AIG-00052,llm_generation,claude-opus-4-5,create_an_aws_s3_bucket_named_test_bucket_with_pre_with_security_detailed_zero_shot,create_an_aws_s3_bucket_named_test_bucket_with_pre,run_1,llm/pipeline_artifacts/generate___claude-opus-4-5__1_/artifacts/claude-opus-4-5/create_an_aws_s3_bucket_named_test_bucket_with_pre_with_security_detailed_zero_shot/run_1/main.tf,True,CANDIDATE,PENDING,CONDITIONAL,
AIG-00053,llm_generation,claude-opus-4-5,create_an_aws_s3_bucket_named_test_bucket_with_pre_without_security_few_shot,create_an_aws_s3_bucket_named_test_bucket_with_pre,run_1,llm/pipeline_artifacts/generate___claude-opus-4-5__1_/artifacts/claude-opus-4-5/create_an_aws_s3_bucket_named_test_bucket_with_pre_without_security_few_shot/run_1/main.tf,True,CANDIDATE,PENDING,CONDITIONAL,
AIG-00054,llm_generation,claude-opus-4-5,create_an_aws_s3_bucket_named_test_bucket_with_pre_without_security_zero_shot,create_an_aws_s3_bucket_named_test_bucket_with_pre,run_1,llm/pipeline_artifacts/generate___claude-opus-4-5__1_/artifacts/claude-opus-4-5/create_an_aws_s3_bucket_named_test_bucket_with_pre_without_security_zero_shot/run_1/main.tf,True,CANDIDATE,PENDING,CONDITIONAL,
AIG-00055,llm_generation,claude-opus-4-5,create_an_aws_vpc_resource_with_a_subnet_and_assoc_with_security_basic_few_shot,create_an_aws_vpc_resource_with_a_subnet_and_assoc,run_1,llm/pipeline_artifacts/generate___claude-opus-4-5__1_/artifacts/claude-opus-4-5/create_an_aws_vpc_resource_with_a_subnet_and_assoc_with_security_basic_few_shot/run_1/main.tf,True,CANDIDATE,PENDING,CONDITIONAL,
AIG-00056,llm_generation,claude-opus-4-5,create_an_aws_vpc_resource_with_a_subnet_and_assoc_with_security_basic_zero_shot,create_an_aws_vpc_resource_with_a_subnet_and_assoc,run_1,llm/pipeline_artifacts/generate___claude-opus-4-5__1_/artifacts/claude-opus-4-5/create_an_aws_vpc_resource_with_a_subnet_and_assoc_with_security_basic_zero_shot/run_1/main.tf,True,CANDIDATE,PENDING,CONDITIONAL,
AIG-00057,llm_generation,claude-opus-4-5,create_an_aws_vpc_resource_with_a_subnet_and_assoc_with_security_detailed_few_shot,create_an_aws_vpc_resource_with_a_subnet_and_assoc,run_1,llm/pipeline_artifacts/generate___claude-opus-4-5__1_/artifacts/claude-opus-4-5/create_an_aws_vpc_resource_with_a_subnet_and_assoc_with_security_detailed_few_shot/run_1/main.tf,True,CANDIDATE,PENDING,CONDITIONAL,
AIG-00058,llm_generation,claude-opus-4-5,create_an_aws_vpc_resource_with_a_subnet_and_assoc_with_security_detailed_zero_shot,create_an_aws_vpc_resource_with_a_subnet_and_assoc,run_1,llm/pipeline_artifacts/generate___claude-opus-4-5__1_/artifacts/claude-opus-4-5/create_an_aws_vpc_resource_with_a_subnet_and_assoc_with_security_detailed_zero_shot/run_1/main.tf,True,CANDIDATE,PENDING,CONDITIONAL,
AIG-00059,llm_generation,claude-opus-4-5,create_an_aws_vpc_resource_with_a_subnet_and_assoc_without_security_few_shot,create_an_aws_vpc_resource_with_a_subnet_and_assoc,run_1,llm/pipeline_artifacts/generate___claude-opus-4-5__1_/artifacts/claude-opus-4-5/create_an_aws_vpc_resource_with_a_subnet_and_assoc_without_security_few_shot/run_1/main.tf,True,CANDIDATE,PENDING,CONDITIONAL,
AIG-00060,llm_generation,claude-opus-4-5,create_an_aws_vpc_resource_with_a_subnet_and_assoc_without_security_zero_shot,create_an_aws_vpc_resource_with_a_subnet_and_assoc,run_1,llm/pipeline_artifacts/generate___claude-opus-4-5__1_/artifacts/claude-opus-4-5/create_an_aws_vpc_resource_with_a_subnet_and_assoc_without_security_zero_shot/run_1/main.tf,True,CANDIDATE,PENDING,CONDITIONAL,
AIG-00061,llm_generation,claude-opus-4-5,create_an_aws_vpc_resource_with_an_example_cidr_bl_with_security_basic_few_shot,create_an_aws_vpc_resource_with_an_example_cidr_bl,run_1,llm/pipeline_artifacts/generate___claude-opus-4-5__1_/artifacts/claude-opus-4-5/create_an_aws_vpc_resource_with_an_example_cidr_bl_with_security_basic_few_shot/run_1/main.tf,True,CANDIDATE,PENDING,CONDITIONAL,
AIG-00062,llm_generation,claude-opus-4-5,create_an_aws_vpc_resource_with_an_example_cidr_bl_with_security_basic_zero_shot,create_an_aws_vpc_resource_with_an_example_cidr_bl,run_1,llm/pipeline_artifacts/generate___claude-opus-4-5__1_/artifacts/claude-opus-4-5/create_an_aws_vpc_resource_with_an_example_cidr_bl_with_security_basic_zero_shot/run_1/main.tf,True,CANDIDATE,PENDING,CONDITIONAL,
AIG-00063,llm_generation,claude-opus-4-5,create_an_aws_vpc_resource_with_an_example_cidr_bl_with_security_detailed_few_shot,create_an_aws_vpc_resource_with_an_example_cidr_bl,run_1,llm/pipeline_artifacts/generate___claude-opus-4-5__1_/artifacts/claude-opus-4-5/create_an_aws_vpc_resource_with_an_example_cidr_bl_with_security_detailed_few_shot/run_1/main.tf,True,CANDIDATE,PENDING,CONDITIONAL,
AIG-00064,llm_generation,claude-opus-4-5,create_an_aws_vpc_resource_with_an_example_cidr_bl_with_security_detailed_zero_shot,create_an_aws_vpc_resource_with_an_example_cidr_bl,run_1,llm/pipeline_artifacts/generate___claude-opus-4-5__1_/artifacts/claude-opus-4-5/create_an_aws_vpc_resource_with_an_example_cidr_bl_with_security_detailed_zero_shot/run_1/main.tf,True,CANDIDATE,PENDING,CONDITIONAL,
AIG-00065,llm_generation,claude-opus-4-5,create_an_aws_vpc_resource_with_an_example_cidr_bl_without_security_few_shot,create_an_aws_vpc_resource_with_an_example_cidr_bl,run_1,llm/pipeline_artifacts/generate___claude-opus-4-5__1_/artifacts/claude-opus-4-5/create_an_aws_vpc_resource_with_an_example_cidr_bl_without_security_few_shot/run_1/main.tf,True,CANDIDATE,PENDING,CONDITIONAL,
AIG-00066,llm_generation,claude-opus-4-5,create_an_aws_vpc_resource_with_an_example_cidr_bl_without_security_zero_shot,create_an_aws_vpc_resource_with_an_example_cidr_bl,run_1,llm/pipeline_artifacts/generate___claude-opus-4-5__1_/artifacts/claude-opus-4-5/create_an_aws_vpc_resource_with_an_example_cidr_bl_without_security_zero_shot/run_1/main.tf,True,CANDIDATE,PENDING,CONDITIONAL,
