normalized_finding_id,raw_finding_id,scenario_id,family_id,context_variant,base_seed_id,check_id,check_name,resource_raw,resource_address_norm,resource_type,file_path_raw,file_path_repo,line_start,line_end,severity_raw,severity_class,severity_numeric,scope_status,scope_category,scope_notes,severity_policy_basis,environment,asset_criticality,data_sensitivity
e61f8a338e94e0c4,b632fc22a9d8254b,CTX-08-B,CTX-08,context_b,EXT-04,CKV_AWS_16,Ensure all data stored in the RDS is securely encrypted at rest,aws_db_instance.target,aws_db_instance.target,aws_db_instance,/CTX-08/context_b/main.tf,CTX-08/context_b/main.tf,26,36,,MEDIUM,2,IN_SCOPE,CAT-08,RDS encryption control,Missing RDS encryption control,prod,high,high
a6e91b2c98329495,fde3297547855973,CTX-02-A,CTX-02,context_a,AIG-01054,CKV_AWS_18,Ensure the S3 bucket has access logging enabled,aws_s3_bucket.this,aws_s3_bucket.this,aws_s3_bucket,/CTX-02/context_a/main.tf,CTX-02/context_a/main.tf,77,80,,MEDIUM,2,IN_SCOPE,CAT-08,S3 access logging control,Missing S3 access logging control,dev,low,low
df3140798c7ebbfe,2976560351853f96,CTX-02-B,CTX-02,context_b,AIG-01054,CKV_AWS_18,Ensure the S3 bucket has access logging enabled,aws_s3_bucket.this,aws_s3_bucket.this,aws_s3_bucket,/CTX-02/context_b/main.tf,CTX-02/context_b/main.tf,77,80,,MEDIUM,2,IN_SCOPE,CAT-08,S3 access logging control,Missing S3 access logging control,prod,high,high
98bd672f446780d6,834a75a67162b726,CTX-06-A,CTX-06,context_a,EXT-01,CKV_AWS_18,Ensure the S3 bucket has access logging enabled,aws_s3_bucket.target,aws_s3_bucket.target,aws_s3_bucket,/CTX-06/context_a/main.tf,CTX-06/context_a/main.tf,20,22,,MEDIUM,2,IN_SCOPE,CAT-08,S3 access logging control,Missing S3 access logging control,dev,low,low
345191fd74592110,70d8955448e5cf72,CTX-06-B,CTX-06,context_b,EXT-01,CKV_AWS_18,Ensure the S3 bucket has access logging enabled,aws_s3_bucket.target,aws_s3_bucket.target,aws_s3_bucket,/CTX-06/context_b/main.tf,CTX-06/context_b/main.tf,20,22,,MEDIUM,2,IN_SCOPE,CAT-08,S3 access logging control,Missing S3 access logging control,prod,high,high
63bfdeb367f158f6,35e90d14e4c56ddb,CTX-10-A,CTX-10,context_a,EXT-07,CKV_AWS_18,Ensure the S3 bucket has access logging enabled,aws_s3_bucket.logs,aws_s3_bucket.logs,aws_s3_bucket,/CTX-10/context_a/main.tf,CTX-10/context_a/main.tf,20,22,,MEDIUM,2,IN_SCOPE,CAT-08,S3 access logging control,Missing S3 access logging control,dev,low,low
8e905c471a1d2fc5,042c58627ad93fae,CTX-10-A,CTX-10,context_a,EXT-07,CKV_AWS_18,Ensure the S3 bucket has access logging enabled,aws_s3_bucket.target,aws_s3_bucket.target,aws_s3_bucket,/CTX-10/context_a/main.tf,CTX-10/context_a/main.tf,24,26,,MEDIUM,2,IN_SCOPE,CAT-08,S3 access logging control,Missing S3 access logging control,dev,low,low
81149a040fcb9387,9d545ecfabf11acf,CTX-10-B,CTX-10,context_b,EXT-07,CKV_AWS_18,Ensure the S3 bucket has access logging enabled,aws_s3_bucket.logs,aws_s3_bucket.logs,aws_s3_bucket,/CTX-10/context_b/main.tf,CTX-10/context_b/main.tf,20,22,,MEDIUM,2,IN_SCOPE,CAT-08,S3 access logging control,Missing S3 access logging control,prod,high,high
be8a43e73fde9cc0,5ac340b1fc06faab,CTX-10-B,CTX-10,context_b,EXT-07,CKV_AWS_18,Ensure the S3 bucket has access logging enabled,aws_s3_bucket.target,aws_s3_bucket.target,aws_s3_bucket,/CTX-10/context_b/main.tf,CTX-10/context_b/main.tf,24,26,,MEDIUM,2,IN_SCOPE,CAT-08,S3 access logging control,Missing S3 access logging control,prod,high,high
0f45ac4bd151118c,4e1d0610ee72d313,CTX-07-A,CTX-07,context_a,EXT-03,CKV2_AWS_30,Ensure Postgres RDS as aws_db_instance has Query Logging enabled,aws_db_instance.target,aws_db_instance.target,aws_db_instance,/CTX-07/context_a/main.tf,CTX-07/context_a/main.tf,20,30,,MEDIUM,2,IN_SCOPE,CAT-08,PostgreSQL RDS query logging is a logging control and falls under Missing encryption / logging.,Missing PostgreSQL RDS query logging control,dev,low,low
d28a355382f139b0,3b5967252fa92e44,CTX-07-B,CTX-07,context_b,EXT-03,CKV2_AWS_30,Ensure Postgres RDS as aws_db_instance has Query Logging enabled,aws_db_instance.target,aws_db_instance.target,aws_db_instance,/CTX-07/context_b/main.tf,CTX-07/context_b/main.tf,20,30,,MEDIUM,2,IN_SCOPE,CAT-08,PostgreSQL RDS query logging is a logging control and falls under Missing encryption / logging.,Missing PostgreSQL RDS query logging control,prod,high,high
83c3c1140ceb6760,c4ebb5b783aff36d,CTX-08-A,CTX-08,context_a,EXT-04,CKV2_AWS_30,Ensure Postgres RDS as aws_db_instance has Query Logging enabled,aws_db_instance.target,aws_db_instance.target,aws_db_instance,/CTX-08/context_a/main.tf,CTX-08/context_a/main.tf,26,36,,MEDIUM,2,IN_SCOPE,CAT-08,PostgreSQL RDS query logging is a logging control and falls under Missing encryption / logging.,Missing PostgreSQL RDS query logging control,dev,low,low
1f965acb455cbf15,b0f10e70138f99a6,CTX-08-B,CTX-08,context_b,EXT-04,CKV2_AWS_30,Ensure Postgres RDS as aws_db_instance has Query Logging enabled,aws_db_instance.target,aws_db_instance.target,aws_db_instance,/CTX-08/context_b/main.tf,CTX-08/context_b/main.tf,26,36,,MEDIUM,2,IN_SCOPE,CAT-08,PostgreSQL RDS query logging is a logging control and falls under Missing encryption / logging.,Missing PostgreSQL RDS query logging control,prod,high,high
122018345212b922,9637eb0620be95d9,CTX-06-A,CTX-06,context_a,EXT-01,CKV2_AWS_40,Ensure AWS IAM policy does not allow full IAM privileges,aws_iam_policy.target,aws_iam_policy.target,aws_iam_policy,/CTX-06/context_a/main.tf,CTX-06/context_a/main.tf,24,35,,CRITICAL,4,IN_SCOPE,CAT-03,Full IAM privileges,Full IAM privileges,dev,low,low
c99fbf0b6e8faf22,9ef48db427ed198f,CTX-06-B,CTX-06,context_b,EXT-01,CKV2_AWS_40,Ensure AWS IAM policy does not allow full IAM privileges,aws_iam_policy.target,aws_iam_policy.target,aws_iam_policy,/CTX-06/context_b/main.tf,CTX-06/context_b/main.tf,24,35,,CRITICAL,4,IN_SCOPE,CAT-03,Full IAM privileges,Full IAM privileges,prod,high,high
186d5a6e16a83c87,0c086795d5ea5677,CTX-03-A,CTX-03,context_a,AIG-02626,CKV2_AWS_11,Ensure VPC flow logging is enabled in all VPCs,aws_vpc.main,aws_vpc.main,aws_vpc,/CTX-03/context_a/main.tf,CTX-03/context_a/main.tf,14,22,,MEDIUM,2,IN_SCOPE,CAT-08,VPC flow logging is a logging control and falls under Missing encryption / logging.,Missing VPC flow logging control,dev,low,low
37b7203fc44dd498,fbacbbcd21277ad5,CTX-03-B,CTX-03,context_b,AIG-02626,CKV2_AWS_11,Ensure VPC flow logging is enabled in all VPCs,aws_vpc.main,aws_vpc.main,aws_vpc,/CTX-03/context_b/main.tf,CTX-03/context_b/main.tf,14,22,,MEDIUM,2,IN_SCOPE,CAT-08,VPC flow logging is a logging control and falls under Missing encryption / logging.,Missing VPC flow logging control,prod,high,high
2d00c246b11ce1d1,979767190a7cdd7b,CTX-04-A,CTX-04,context_a,AIG-03130,CKV2_AWS_11,Ensure VPC flow logging is enabled in all VPCs,aws_vpc.main,aws_vpc.main,aws_vpc,/CTX-04/context_a/main.tf,CTX-04/context_a/main.tf,5,7,,MEDIUM,2,IN_SCOPE,CAT-08,VPC flow logging is a logging control and falls under Missing encryption / logging.,Missing VPC flow logging control,dev,low,low
e3cfc847b6820230,6085077ea6a494db,CTX-04-B,CTX-04,context_b,AIG-03130,CKV2_AWS_11,Ensure VPC flow logging is enabled in all VPCs,aws_vpc.main,aws_vpc.main,aws_vpc,/CTX-04/context_b/main.tf,CTX-04/context_b/main.tf,5,7,,MEDIUM,2,IN_SCOPE,CAT-08,VPC flow logging is a logging control and falls under Missing encryption / logging.,Missing VPC flow logging control,prod,high,high
381b1eaf8c8024c9,1f16810e2f6d99c5,CTX-09-A,CTX-09,context_a,EXT-05,CKV2_AWS_11,Ensure VPC flow logging is enabled in all VPCs,aws_vpc.target,aws_vpc.target,aws_vpc,/CTX-09/context_a/main.tf,CTX-09/context_a/main.tf,24,26,,MEDIUM,2,IN_SCOPE,CAT-08,VPC flow logging is a logging control and falls under Missing encryption / logging.,Missing VPC flow logging control,dev,low,low
75efbfda2dec9d94,9771de2afa844486,CTX-09-B,CTX-09,context_b,EXT-05,CKV2_AWS_11,Ensure VPC flow logging is enabled in all VPCs,aws_vpc.target,aws_vpc.target,aws_vpc,/CTX-09/context_b/main.tf,CTX-09/context_b/main.tf,24,26,,MEDIUM,2,IN_SCOPE,CAT-08,VPC flow logging is a logging control and falls under Missing encryption / logging.,Missing VPC flow logging control,prod,high,high
5d1cfba8d38725b9,072a734d5f3fea9e,CTX-06-A,CTX-06,context_a,EXT-01,CKV_AWS_145,Ensure that S3 buckets are encrypted with KMS by default,aws_s3_bucket.target,aws_s3_bucket.target,aws_s3_bucket,/CTX-06/context_a/main.tf,CTX-06/context_a/main.tf,20,22,,MEDIUM,2,IN_SCOPE,CAT-08,S3 encryption control,Missing S3 KMS encryption control,dev,low,low
f797a4ecad7ca78a,2792afa048e581a0,CTX-06-B,CTX-06,context_b,EXT-01,CKV_AWS_145,Ensure that S3 buckets are encrypted with KMS by default,aws_s3_bucket.target,aws_s3_bucket.target,aws_s3_bucket,/CTX-06/context_b/main.tf,CTX-06/context_b/main.tf,20,22,,MEDIUM,2,IN_SCOPE,CAT-08,S3 encryption control,Missing S3 KMS encryption control,prod,high,high
8fa1af67ec347787,4d1462a913d9ffdf,CTX-10-A,CTX-10,context_a,EXT-07,CKV_AWS_145,Ensure that S3 buckets are encrypted with KMS by default,aws_s3_bucket.logs,aws_s3_bucket.logs,aws_s3_bucket,/CTX-10/context_a/main.tf,CTX-10/context_a/main.tf,20,22,,MEDIUM,2,IN_SCOPE,CAT-08,S3 encryption control,Missing S3 KMS encryption control,dev,low,low
dfd17e80191e2509,e71963c2c8d357cd,CTX-10-A,CTX-10,context_a,EXT-07,CKV_AWS_145,Ensure that S3 buckets are encrypted with KMS by default,aws_s3_bucket.target,aws_s3_bucket.target,aws_s3_bucket,/CTX-10/context_a/main.tf,CTX-10/context_a/main.tf,24,26,,MEDIUM,2,IN_SCOPE,CAT-08,S3 encryption control,Missing S3 KMS encryption control,dev,low,low
bfc7a8354de3061b,542e6e00d9a5d565,CTX-10-B,CTX-10,context_b,EXT-07,CKV_AWS_145,Ensure that S3 buckets are encrypted with KMS by default,aws_s3_bucket.logs,aws_s3_bucket.logs,aws_s3_bucket,/CTX-10/context_b/main.tf,CTX-10/context_b/main.tf,20,22,,MEDIUM,2,IN_SCOPE,CAT-08,S3 encryption control,Missing S3 KMS encryption control,prod,high,high
cc354722b85e08af,ce8ea4a83ed96f9d,CTX-10-B,CTX-10,context_b,EXT-07,CKV_AWS_145,Ensure that S3 buckets are encrypted with KMS by default,aws_s3_bucket.target,aws_s3_bucket.target,aws_s3_bucket,/CTX-10/context_b/main.tf,CTX-10/context_b/main.tf,24,26,,MEDIUM,2,IN_SCOPE,CAT-08,S3 encryption control,Missing S3 KMS encryption control,prod,high,high
